pʰ	30.85672951	-59.51635361	24.77086830	124.23842621
pʰʲ	-4.98451662	-54.90492249	11.07146740	114.84162903
pʰː	31.25865936	-60.71567154	26.11650276	125.41905975
pʲ	-7.68416977	-46.47153473	24.91548729	103.08379364
pʷ	16.42076874	-31.18068123	34.41878510	79.56044769
pʼ	25.72603035	-56.21666336	26.37278938	121.03320312
pː	24.76091766	-56.95422363	42.32788849	109.61914062
pˠ	28.01237106	-58.50235748	43.85926056	117.73845673
p̪	-21.43360138	-59.64044571	21.63264275	102.78822327
q	28.47487640	-59.31380844	43.02759933	118.88288879
qʰ	33.18806458	-66.55999756	26.46783257	134.24026489
qʷ	22.11381531	-31.79784584	39.36445999	85.51889801
qʷʰ	30.56165314	-33.63807297	25.74749947	99.45269012
qʼ	28.06377792	-63.24777985	28.07099724	131.03662109
qʼʷ	25.11977768	-30.58467674	24.66516685	96.20431519
qχ	34.31841278	-98.41666412	37.95896149	53.19197464
r	13.36727047	-92.93926239	-70.98336792	60.05562210
rʲ	27.85871506	-72.50664520	-76.11536407	52.24374771
rː	14.06634235	-94.75730133	-71.81293488	59.69882202
rˤ	13.42880726	-98.38320923	-71.87196350	60.98393250
rˤː	14.12787151	-100.20124817	-72.70152283	60.62713242
r̃	4.67108059	-107.56544495	-44.82355118	39.97981262
r̥	6.70383167	-85.93181610	-59.53950119	46.60273743
r̩	8.15649509	-92.76355743	-67.19789886	52.83029175
r̪	9.68435574	-72.22252655	-77.13127899	43.25201035
r̪ː	10.36146259	-74.25337982	-77.83035278	43.03893280
r̪ˤ	9.71586704	-77.95742798	-77.84146118	44.37681198
r̪̥	2.79959035	-64.39665222	-64.68563843	31.11559677
r̼	12.42321110	-90.46639252	-68.40112305	58.69335175
s	-17.81572914	-70.70909882	20.35136604	102.71365356
sʲ	-7.45402241	-53.21755219	30.85138130	104.30738831
sʼ	-15.70538044	-75.34635162	4.29601622	115.24703979
sː	-16.95014572	-72.94834900	21.23489189	103.92379761
sˠ	-16.39116287	-77.46956635	22.43471718	111.37954712
s̩	-19.87839508	-65.67311096	15.17015743	87.74441528
s̪	-20.55694580	-55.73446655	21.46656036	93.19224548
s̪ʲ	-7.84151268	-43.97044754	27.28609657	91.77326202
s̪ʼ	-18.44659615	-60.37172318	5.41121435	105.72563171
s̪ˠ	-20.12712288	-62.31677628	24.12894058	101.74077606
t	-19.53151894	-68.05545044	18.49591827	100.09520721
ts	-11.86989498	-114.34339142	18.73029327	48.72177505
tsʰ	-9.19262791	-120.36559296	6.46063757	67.24865723
tsʲ	-0.35535318	-98.99325562	24.47680855	46.19393158
tsʼ	-10.48710728	-117.11853027	5.66335058	64.93264771
tsː	-11.03608036	-116.78681946	19.39922523	49.44806671
ts̪	-13.62375927	-100.30820465	18.66354179	37.89633560
ts̪ʰ	-13.62862301	-94.96645355	5.45205832	47.80696106
ts̪ʲ	-1.49745536	-88.17995453	23.99498558	36.70141983
ts̪ʼ	-12.99427319	-102.83895874	5.70112467	54.01144791
ts̪ː	-12.81393147	-102.65993500	19.35180092	38.79980469
tɕ	0.89473075	-103.52613068	24.30204010	44.19552994
tɕʰ	3.64873815	-109.47772217	12.03993702	62.93727875
tɕː	1.80528760	-105.89894867	24.97852898	45.13669205
tɬ	-14.23288631	-80.10593414	11.79525852	37.94363403
tɬʰ	-14.76062489	-87.40167999	3.26123738	50.36531830
tɬʼ	-16.02197075	-84.10991669	2.39418435	48.16316223
tɬ̪	-14.40857601	-65.47547913	10.89693451	28.02357483
tɬ̪ʰ	-15.97347355	-72.30477142	1.10259664	40.29482651
tɬ̪ʼ	-16.57521820	-69.13786316	-0.94505084	37.74505234
tʃ	-0.04443437	-97.02325439	27.08830070	39.14200211
tʃʰ	2.63187337	-103.04634094	14.81854725	57.66619110
tʃʲ	-1.83287311	-92.33248138	29.34733582	40.15074921
tʃʷ	-1.95134044	-73.30362701	25.84081650	24.49945068
tʃʼ	1.33739018	-99.79926300	14.02126026	55.35018921
tʃʼː	2.24795079	-102.17208099	14.69775200	56.29134750
tʃː	0.78841513	-99.46756744	27.75713539	39.86560440
tʰ	-15.96367359	-75.32116699	2.93213010	115.39076996
tʲ	-7.29253387	-48.01083374	24.30813026	104.38079834
tʷ	-15.14971066	-36.80186081	19.85454750	65.70057678
tʷʰ	-13.91550159	-42.94611740	3.83438325	80.31040192
tʼ	-17.40370560	-72.66877747	2.39074826	112.62182617
tː	-18.66593552	-70.29470062	19.37943840	101.30535889
tˤ	-20.13708878	-72.52570343	19.32916260	103.46467590
t̠	3.72453690	-35.57187271	33.91952896	81.61711884
t̪	-20.64009666	-53.16240311	18.73278046	91.27082062
t̪ʰ	-18.32196808	-59.82178879	2.95476270	105.72093964
t̪ʰʲ	-5.12573719	-47.39891434	7.40248251	104.11560059
t̪ʰː	-17.40113831	-61.98533630	3.68065953	106.90967560
t̪ʲ	-8.10057926	-39.33663940	21.82596397	91.41217041
t̪ʷ	-12.27614021	-24.05037117	17.96254349	56.84522629
t̪ʷʰ	-12.79719830	-29.61463928	2.52058721	69.31341553
t̪ʼ	-18.53250504	-58.27265167	2.51756597	102.45623779
t̪ː	-20.33101654	-54.85145950	19.27208328	92.41687012
t̪ˠ	-21.77501106	-59.57008362	22.07975960	99.09600830
t̪ˤ	-22.67396355	-57.39384842	20.14071465	94.28149414
t̪ⁿ	-16.18064117	-78.61345673	22.15094185	57.72019577
t̼	-20.04698181	-66.68363190	19.38133430	98.46131134
tθ	-13.90619469	-88.42041779	16.11868668	32.79480743
tⁿ	-15.55457783	-93.57460785	21.83093643	65.60623169
u	67.00888062	-7.90648746	-77.12487793	-9.87182045
uː	67.92304993	-8.22675705	-78.07431030	-10.58973122
ũ	54.91198349	-24.45837593	-55.92963028	-21.84558868
ũː	55.11347580	-26.15281868	-56.86586380	-23.05427551
ṳ	60.92010498	-7.11943483	-65.68042755	-9.59374237
u̥	61.23276138	-7.91859484	-64.67399597	-9.08482265
v	-9.15492630	-85.40264130	-10.08513260	127.26244354
vʲ	4.65456581	-72.99742889	-6.38724566	125.55934906
vː	-9.01552677	-87.24284363	-9.68608570	128.02047729
v̥	-17.92011261	-70.99425507	5.95003843	120.98205566
v̩	-14.75548553	-81.13565826	-10.84790421	112.49811554
w	52.48277283	-4.35485554	-41.53747940	-6.64815331
wː	38.24024200	-40.30987167	-44.64949417	39.87361526
w̃	32.47629166	-60.24070740	-21.83376122	20.91480637
x	23.30609131	-51.82101059	44.80107880	104.84988403
xʲ	-7.83681107	-49.55329514	31.52278519	103.57941437
xʷ	18.36913681	-23.70713615	41.13114929	74.76917267
xʼ	22.73254013	-55.97760391	30.30799294	117.06659698
y	19.91201591	-27.48275185	-99.81626892	-17.27723122
yː	20.43716431	-28.69652939	-100.73706818	-18.25058365
ỹ	17.06228828	-39.30469894	-74.83963013	-29.58647919
ỹː	17.30519485	-40.66440964	-75.76654816	-31.10574913
z	-6.20530415	-104.87018585	-9.61506367	136.04354858
zʲ	4.78656197	-85.74370575	-2.04372096	137.14132690
z̥	-14.22532749	-89.46616364	4.02767897	129.31765747
z̩	-11.71930790	-100.51012421	-10.89111042	121.08898926
z̪	-11.80589104	-88.79014587	-7.70514536	125.99116516
z̪̥	-17.26448059	-74.43817902	5.31630468	119.76109314
æ	9.70813274	-51.67281723	-86.30292511	4.59538937
æː	10.32554913	-53.40675735	-86.84822083	4.38154316
æ̃	6.93456554	-63.93062973	-62.02249527	-9.52494621
æ̃ː	7.31470776	-65.94406128	-62.78092957	-10.55368423
ð	-12.11554527	-77.16358185	-13.08534527	115.78272247
ðː	-11.97614384	-79.00379181	-12.68629360	116.54076385
ð̞	10.45027828	-38.41510773	-71.00463867	18.99225998
ð̼	-6.49733257	-92.29601288	-13.00969315	124.81322479
ø	21.40834808	-28.00163841	-101.76501465	-18.78531647
øː	21.86893463	-29.20189857	-102.67826843	-19.78282928
ø̃	19.24674988	-39.85141373	-76.84661865	-30.58740807
ø̃ː	19.48966026	-41.21111679	-77.77352905	-32.10668182
ħ	25.77851295	-67.28434753	24.98595238	125.88432312
ŋ	37.03094864	-117.52555084	18.33807564	116.59803772
ŋǀ	-11.84881496	-94.30439758	-3.33600307	81.60089111
ŋǁ	32.57871628	-74.98441315	13.01158333	86.75865173
ŋǂ	2.73879170	-92.56867218	0.38908705	88.37259674
ŋǃ	-9.72457504	-109.10870361	-2.28121638	92.67050934
ŋǃǃ	3.50278687	-96.77828217	2.02319646	90.87899780
ŋʘ	38.02498627	-95.17024231	15.62919903	96.06166077
ŋʷ	34.82220078	-83.05840302	15.82745075	82.63059998
ŋː	37.02416611	-119.52296448	19.60391808	117.67731476
ŋ̊	28.35232353	-103.02405548	33.85997772	110.12742615
ŋ̊ǀ	-14.56061268	-82.11199188	5.11275053	71.51339722
ŋ̊ǁ	26.56695557	-63.14145660	23.29417801	76.90719604
ŋ̊ǂ	-1.53095317	-79.10511780	13.68398762	82.37222290
ŋ̊ǃ	-12.19310760	-97.00837708	4.04121351	80.89494324
ŋ̊ǃǃ	0.52232188	-85.24436188	9.86074162	79.47595978
ŋ̊ʘ	29.61906815	-80.29505920	30.37301064	89.48535156
ŋ̍	31.51694870	-113.16547394	17.06202888	101.64348602
œ	25.21949196	-31.07129478	-106.08860779	-18.01091576
œː	25.74464035	-32.28507233	-107.00940704	-18.98427200
œ̃	21.94581032	-42.66902542	-81.03662109	-30.18791199
œ̃ː	22.18871117	-44.02873230	-81.96353149	-31.70718002
ǀ	-15.07475185	-41.67599106	18.90707397	80.68385315
ǁ	16.29339600	-34.00688553	31.47315788	86.45423126
ǂ	-5.39918709	-34.58687210	23.59940147	94.30784607
ǃ	-16.13859177	-54.23363113	17.08515167	89.50246429
ǃǃ	-3.78948140	-40.83383179	21.30043030	90.08872223
ȡ	38.40984344	-84.95087433	5.98107290	140.18243408
ȴ	52.91626740	-59.25664139	-44.70647812	76.46380615
ȵ	33.87673569	-111.21236420	17.73063087	105.46118164
ȵ̊	27.60310555	-96.98014832	31.61598015	99.22164917
ȶ	24.57213020	-53.42543793	42.85770798	108.21327209
ɐ	60.43611908	-31.32899094	-58.08697891	14.35083008
ɐː	61.54904938	-32.05496216	-58.63577652	14.44791222
ɐ̃	50.81004333	-47.34354019	-38.08358765	-7.53012276
ɐ̃ː	51.34238815	-49.32019043	-38.86944199	-8.17739964
ɐ̯	64.23473358	-30.97579765	-58.76243973	26.29810333
ɑ	55.28147125	-18.90636253	-59.26524353	3.23248959
ɑː	56.39440918	-19.63233376	-59.81403732	3.32957172
ɑ̃	44.51129150	-34.33600235	-37.80722427	-14.76406860
ɑ̃ː	44.90865326	-36.42190170	-38.78271103	-15.49991894
ɒ	49.09647369	-2.92201018	-65.79598999	-20.77387238
ɒː	50.01065445	-3.24228191	-66.74542236	-21.49178696
ɒ̃	41.28544998	-11.91591358	-45.01436234	-27.85274887
ɒ̃ː	41.48037338	-13.62427425	-45.97017670	-29.03561020
ɓ	34.11174011	-66.36266327	10.25498104	122.07801819
ɓʲ	0.70594376	-59.51985931	-4.98525286	111.81800842
ɔ	73.19332886	-11.26926613	-82.20483398	-12.14048004
ɔː	74.13819122	-11.40831470	-82.87174988	-12.69488621
ɔ̃	62.53528595	-24.99123573	-60.50163651	-25.22821045
ɔ̃ː	62.75873566	-26.47287178	-61.56837082	-26.58062363
ɔ̯	77.44641113	-8.24548912	-82.64402771	-3.14606190
ɕ	-5.07021666	-59.53656387	26.37191582	98.97555542
ɖ	6.50233746	-86.94886017	-14.10719395	129.94424438
ɖʐ	9.75623798	-129.85250854	1.81990182	91.14980316
ɖʱ	5.85341930	-77.38943481	-8.10843182	120.24922180
ɗ	-10.85554409	-66.56710052	-12.14319229	101.83071136
ɗ̥	-16.17953873	-52.74170303	3.34059072	97.12395477
ɘ	71.12963867	-26.22618294	-77.90141296	5.17938519
ɘː	71.82050323	-27.92738533	-78.82492065	4.78855419
ɘ̃	59.71689224	-41.69859695	-53.91046524	-12.32713795
ɘ̃ː	60.34362793	-43.76528549	-54.63521194	-12.48159504
ə	58.42051315	-18.67279434	-56.88267136	1.16609085
ɛ	21.47572899	-29.69836807	-91.99125671	-19.86489487
ɛː	21.95590782	-30.77858353	-92.70501709	-20.56926727
ɛ̃	19.76995850	-42.84579849	-69.58521271	-34.31864166
ɛ̃ː	20.01286697	-44.20550156	-70.51212311	-35.83790970
ɜ	75.12017059	-38.40935516	-76.89483643	16.85685921
ɜː	75.77426147	-40.09383774	-77.51736450	16.76904297
ɜ̃	64.44320679	-54.64405441	-54.65419006	-3.55762577
ɜ̃ː	65.09189606	-56.49793625	-55.50942612	-3.85580349
ɞ	73.96257019	-10.83331299	-82.64928436	-13.54082298
ɞː	74.94656372	-11.08857918	-83.49635315	-14.32928467
ɞ̃	63.03649139	-24.84307671	-60.92186356	-27.42804527
ɞ̃ː	63.25993729	-26.32471275	-61.98859024	-28.78045464
ɞ̞	55.26269531	-3.41927862	-67.46007538	-21.30868721
ɞ̞ː	56.14680481	-3.74852824	-68.12548828	-21.69844055
ɞ̞̃	47.57382965	-13.19815922	-49.08908081	-30.00090027
ɞ̞̃ː	47.87635803	-15.25436306	-50.00668716	-31.02215767
ɟ	4.31594276	-79.54874420	-13.97661495	131.35800171
ɟʝ	9.35824680	-112.57637787	-10.50297451	76.19673920
ɠ	37.13050079	-71.07318115	12.34792805	132.77467346
ɢ	42.49180603	-90.64650726	5.08832121	150.45822144
ɢʁ	47.54684448	-126.87125397	5.48539877	90.06649780
ɢʰ	41.86669540	-81.06147766	10.94592571	140.71089172
ɣ	37.01559448	-83.55622101	7.93469572	136.65954590
ɣʷ	36.25910950	-47.66926193	4.09252310	100.66909790
ɣ̊	27.88911438	-69.53639221	26.11216164	131.17309570
ɤ	70.06535339	-25.87274551	-77.48861694	5.81728458
ɤː	70.71882629	-27.67220879	-78.36284637	5.48136616
ɤ̃	58.61927032	-41.15526962	-53.64971542	-11.83908558
ɤ̃ː	59.26796341	-43.00915527	-54.50494766	-12.13726139
ɤ̆	69.53899384	-24.53004646	-76.54190063	6.54681110
ɤ̯	76.11029053	-22.70025063	-77.87284088	16.39311600
ɥ	26.50222397	-34.08963013	-63.00392532	29.77653503
ɦ	20.84630966	-32.66382217	-16.69692802	84.00064087
ɧ	0.06563109	-43.62236023	39.45261765	89.80363464
ɨ	69.81069946	-25.14500237	-75.86400604	6.27506924
ɨː	70.49637604	-26.83487129	-76.78825378	5.87353039
ɨ̃	58.28928375	-41.89275360	-51.05667496	-10.36160374
ɨ̃ː	58.95819855	-43.80676651	-51.84968185	-10.60871410
ɪ	20.95227432	-59.13537216	-101.39044189	8.63144588
ɪː	21.65134239	-60.95342255	-102.21998596	8.27465153
ɪ̃	13.29201031	-71.58826447	-75.96895599	-9.84380436
ɪ̃ː	13.80955601	-73.57333374	-76.81639862	-10.70882130
ɪ̈	73.70303345	-37.38727951	-75.50992584	17.57502365
ɪ̈ː	74.35712433	-39.07176590	-76.13244629	17.48721695
ɪ̈̃	63.21607590	-53.20035172	-52.77454758	-2.68576908
ɪ̈̃ː	63.86476898	-55.05423355	-53.62977600	-2.98394680
ɪ̥	15.74645710	-54.52388763	-85.24078369	5.94260502
ɪ̯	25.96227646	-57.77971268	-103.71079254	19.09678268
ɬ	-18.92240906	-45.14952469	15.54950428	77.80348969
ɬʼ	-16.20529556	-50.47651672	-0.11517873	90.14762878
ɬ̪	-17.25265694	-32.78342819	17.38321877	69.08448029
ɬ̪ʼ	-16.58374977	-38.00664139	2.37275052	80.02329254
ɬ̼	-18.55560684	-44.70210648	16.92162895	75.99801636
ɭ	23.66053391	-58.20688248	-66.03053284	75.89898682
ɭ̊	16.93104935	-51.55877686	-54.60391617	61.62978745
ɭ̩	19.02461243	-57.25592422	-63.45555496	70.64901733
ɮ	-8.53068066	-76.55412292	-17.55830383	110.78662872
ɮ̼	-7.40526199	-76.36510468	-16.19666290	109.10391235
ɯ	69.02819824	-25.40561295	-75.41144562	7.49308300
ɯː	69.55455017	-26.74830627	-76.35816956	6.76355648
ɯ̃	57.50934982	-39.96699905	-51.75352859	-10.72591114
ɯ̃ː	58.02888107	-41.68131638	-52.55425644	-11.18715858
ɯ̤	64.73632812	-20.98497772	-62.85195541	6.86703968
ɯ̥	63.46054077	-21.22977448	-58.56142426	7.69206429
ɯ̥̃	52.77128220	-41.09574509	-41.81527328	-15.13378429
ɯ̯	74.68826294	-21.71683693	-76.46508789	17.13703346
ɯ̽	73.07971954	-36.43632889	-74.05755615	18.37448120
ɯ̽ː	73.68344879	-38.15664673	-74.70574951	18.34528160
ɯ̽̃	62.07342911	-53.09349442	-52.24614334	-1.90294755
ɯ̽̃ː	62.72211838	-54.94737625	-53.10137939	-2.20112514
ɰ	72.02937317	-39.31915665	-73.63481140	28.90468407
ɱ	-8.77828121	-118.98340607	-1.82404482	106.40698242
ɱ̊	-13.25253296	-105.19096375	11.18615627	100.41810608
ɲ	-3.26889634	-76.03408051	32.17533493	74.21949768
ɲː	5.56422710	-110.05194092	2.65774560	107.66239929
ɲ̊	0.42590541	-94.18586731	14.85699558	100.52941895
ɲ̍	1.19450688	-102.36417389	1.66424978	95.11524963
ɳ	6.80673122	-112.88477325	1.28164804	107.48069763
ɳ̊	2.35036111	-100.50164032	11.40130615	97.68307495
ɳ̍	2.05593991	-106.46899414	2.72060513	97.40753174
ɴ	37.77947617	-117.10073090	17.90052223	116.13078308
ɴ̥	29.12448311	-102.56685638	33.35497284	109.65101624
ɴ̩	32.26547623	-112.74066925	16.62447739	101.17623901
ɵ	69.22001648	-8.11805439	-78.97765350	-13.03280830
ɵː	70.13419342	-8.43832493	-79.92708588	-13.75072193
ɵ̃	57.06908798	-25.03135109	-57.43918991	-25.06632614
ɵ̃ː	57.27057648	-26.72579384	-58.37542343	-26.27501869
ɶ	14.03470230	-17.44815254	-85.76515198	-27.33234787
ɶː	13.60031891	-17.81876564	-87.07460022	-28.25963402
ɶ̃	12.92866135	-25.95759964	-63.48045731	-34.57423782
